date,type,amount,currency,account,to_account,category,comment,uid
2024-10-09,Income,15000.00,RUB,Накопительный тинькоф,,Возврат,,8adc4cc4-8a8f-4182-ae6f-1818692396fd
2024-10-09,Expense,210.00,RUB,Тинькофф,,Продукты,,55301051-58b9-48b3-8c95-191646dd1a39
2024-10-09,Expense,105.00,RUB,Тинькофф,,Подписки,,034298f4-0e03-4bb6-918d-fd5c5182e934
2024-10-10,Expense,600.00,RUB,Тинькофф,,Машина,,09c75555-c872-4cfa-be0a-14b0f7bcdcd3
2024-10-10,Expense,500.00,RUB,Тинькофф,,Подписки,,db36c1c7-7ab3-4482-a1f1-92cb5f385327
2024-10-10,Expense,138.00,RUB,Тинькофф,,Кафе,,6d75270a-4f4d-47ec-afb1-2881bbfaece4
2024-10-11,Expense,330.00,RUB,Тинькофф,,Кафе,,830f585c-58f2-48e0-8a6a-57e28e948f75
2024-10-11,Expense,30.00,RUB,Тинькофф,,Продукты,,288ff952-33e5-4b6b-a698-d78144ccb7bf
2024-10-12,Income,400.00,RUB,Тинькофф,,Подвёз,,3c5c81b2-111c-47dc-a6de-a62843e3cb78
2024-10-13,Expense,300.00,RUB,Тинькофф,,Хозтовары,,f8bd591c-3f5c-47f9-b5a3-5e0886361660
2024-10-14,Expense,110.00,RUB,Тинькофф,,Кафе,,6452b883-9a2f-49cc-b766-0cd3e62e44de
2024-10-14,Expense,4300.00,RUB,Накопительный сбер,,Общие расходы,,eba0d7cf-fca6-493d-9edf-ee7b5af23e64
2024-10-14,Expense,899.00,RUB,Степа,,,,cce47e83-a126-4840-a3e4-c0fad9ce39e8
2024-10-14,Income,322.00,RUB,Накопительный сбер,,,,b4857b5b-ff32-47a4-a693-5e7d89262f69
2024-10-14,Transfer,700.00,RUB,Накопительный сбер,Степа,,,47460423-faa7-4340-840b-194fbc45ed8d
2024-10-15,Expense,435.00,RUB,Тинькофф,,Кафе,,736e8cfe-239c-44b0-ba16-4ed5c503b908
2024-10-15,Expense,95.00,RUB,Тинькофф,,Кафе,,5e1a04ce-d892-4e18-8006-fe1295f75ad5
2024-10-15,Expense,250.00,RUB,Тинькофф,,Другое,,311864ce-9223-4608-8e26-66baabd7e7b8
2024-10-16,Expense,250.00,RUB,Тинькофф,,Продукты,,a2ec0cf5-fc9a-4b5d-b043-94e95eeda6ed
2024-10-17,Income,1207.00,RUB,Степа,,Зарплата,,da27f8be-a22a-45db-bf44-1a845eba11f0
2024-10-17,Expense,170.00,RUB,Тинькофф,,Кафе,,633430d1-1129-47ca-ad28-13809f9dfd07
2024-10-18,Expense,370.00,RUB,Тинькофф,,Машина,,5036fabf-6ec2-4b60-8735-fa06fb55dbae
2024-10-18,Expense,80.00,RUB,Тинькофф,,Продукты,,016be90b-10b6-4bab-a226-374be802ab11
2024-10-18,Expense,490.00,RUB,Тинькофф,,Кафе,,56489ce0-a1e6-433a-82fa-a927fa2036d5
2024-10-18,Expense,50.00,RUB,Тинькофф,,Продукты,,1b859c32-b522-4454-998a-c03422349084
2024-10-18,Transfer,1200.00,RUB,Степа,Тинькофф,,,53138b32-8f55-488e-aaf5-4d3305bce62d
2024-10-19,Expense,41.00,RUB,Тинькофф,,Банковские услуги,,5e8485fd-2ff5-4f9d-ba59-f42264edfb3d
2024-10-20,Expense,1877.00,RUB,Степа,,Дом,,52af1be7-7062-42d5-9cd8-ada096528df2
2024-10-20,Expense,7900.00,RUB,Тинькофф,,Здоровье,,577325e2-9055-4e33-8672-b3c39bf46767
2024-10-20,Expense,1530.00,RUB,Тинькофф,,Топливо,,0fabe37a-41c8-42e8-9e39-3be9345d7cb3
2024-10-20,Transfer,1622.00,RUB,Накопительный сбер,Степа,,,f64f48fa-1b4d-4e93-a1fb-f9c88e37feb1
2024-10-20,Transfer,1000.00,RUB,Налик,Тинькофф,,,5c7679a5-ac75-403e-aa7f-16773f829f1a
2024-10-20,Transfer,8000.00,RUB,Накопительный тинькоф,Тинькофф,,,cc2902b4-951c-48d2-a9a1-a2e045c13c68
2024-10-21,Expense,100.00,RUB,Тинькофф,,Подписки,,53452609-d0bc-407c-a189-06ec1d5a5a2a
2024-10-22,Expense,280.00,RUB,Тинькофф,,Продукты,,bdf4d5bf-e4ee-496f-86f0-beda65c016e3
2024-10-23,Expense,215.00,RUB,Тинькофф,,Хозтовары,,76d5716d-ae60-43f4-9113-1e936f0a002f
2024-10-25,Income,6240.00,RUB,Степа,,Стипендия,,1983ba72-8921-4d43-b251-8beb7c456184
2024-10-25,Income,19500.00,RUB,Подушка,,Стипендия,,63e99f82-14ad-4352-a8e6-a70d1f24ccbd
2024-10-25,Income,13797.00,RUB,Степа,,Пенсия,,0e0e2cc2-86b1-4f41-a8e9-7186d267489f
2024-10-25,Expense,130.00,RUB,Тинькофф,,Продукты,,076b0ce6-abe3-47c0-97da-f631d1df8d93
2024-10-25,Expense,80.00,RUB,Тинькофф,,Продукты,,cee963bc-946d-45b6-be38-da789744229b
2024-10-25,Income,2500.00,RUB,Подушка,,Продал,,dd903c40-8427-4bb1-bdc3-f2f9110d2708
2024-10-25,Transfer,6000.00,RUB,Степа,Тинькофф,,,61f3af1b-7055-4f9a-8f74-faab7921b9c1
2024-10-25,Transfer,5000.00,RUB,Накопительный сбер,Подушка,,,482fc709-7bb7-45cc-927c-d68213d6fe8d
2024-10-25,Transfer,11500.00,RUB,Степа,Накопительный сбер,,,1b960305-3355-4376-84d1-a094c4df4a06
2024-10-25,Transfer,2500.00,RUB,Степа,Тинькофф,,,19552629-867e-4dbf-904a-c71d95ec02ae
2024-10-27,Expense,99.00,RUB,Степа,,Банковские услуги,,8c3b1c5d-1541-4102-8f6d-35553f70d647
2024-10-27,Expense,190.00,RUB,Тинькофф,,Продукты,,8ac62bf3-fa2a-48fa-84e3-07441242f4c2
2024-10-27,Expense,332.00,RUB,Тинькофф,,Связь и интернет,,5d689b27-601e-4e34-af14-0b1c322f5dbc
2024-10-27,Expense,70.00,RUB,Тинькофф,,Продукты,,a8776e22-462e-42c3-a484-cae84bd10b30
2024-10-28,Expense,330.00,RUB,Тинькофф,,Продукты,,59cfd6e9-97ec-486a-abf7-5f54b1ec8f21
2024-10-29,Expense,100.00,RUB,Тинькофф,,Продукты,,99e09fba-91a2-4ba1-b81c-eeb9afce5c53
2024-10-31,Expense,800.00,RUB,Тинькофф,,Стрижка и тп,,8e3d632c-943e-4a7c-80eb-d900aabf3a2d
2024-10-31,Expense,90.00,RUB,Тинькофф,,Продукты,,e61e46b5-4aab-486e-8ec7-7a331d4dab2f
2024-10-31,Income,400.00,RUB,Тинькофф,,Подвёз,,906512e6-865d-4cf1-baff-f5100438d7f7
2024-10-31,Expense,272.00,RUB,Тинькофф,,Игры,,1777d850-54f5-44e7-b9e9-d34e56d84da2
2024-11-01,Expense,30.00,RUB,Тинькофф,,Машина,,08485ade-c549-47a9-9a0a-019765709e23
2024-11-01,Expense,260.00,RUB,Тинькофф,,Продукты,,f72047f0-a087-493a-8281-4085ee0994b2
2024-11-01,Income,53407.00,RUB,Степа,,Зарплата,,50f19529-c714-4745-9745-3facae95cc8e
2024-11-01,Expense,1450.00,RUB,Тинькофф,,Топливо,,7059e9fa-8670-43fa-b74e-92710975e22a
2024-11-01,Expense,580.00,RUB,Тинькофф,,Связь и интернет,,55606ba7-81d3-4b58-9513-3663ff5fa967
2024-11-01,Transfer,8000.00,RUB,Степа,Накопительный тинькоф,,,6ec92360-cd6e-4188-85c6-7be846ee70f1
2024-11-01,Transfer,40000.00,RUB,Степа,Подушка,,,ce31de94-16f2-4df9-a7c8-7002e037f33c
2024-11-01,Transfer,5000.00,RUB,Степа,Тинькофф,,,fbea9b44-16ce-4c4a-81f4-df89c9a139b4
2024-11-02,Expense,3209.00,RUB,Тинькофф,,Одежда,,728bbedc-b5c5-4547-a165-7edccfe793d2
2024-11-02,Expense,1900.00,RUB,Тинькофф,,Одежда,,55fa78d6-ff56-43c0-8a26-8af2b91631ab
2024-11-02,Expense,1500.00,RUB,Тинькофф,,Кафе,,e7dc7f3b-6913-41bc-be01-38776e48ce2a
2024-11-02,Expense,105.00,RUB,Тинькофф,,Связь и интернет,,556f7803-6c1e-495f-b21a-2b302b5de03a
2024-11-02,Transfer,2500.00,RUB,Подушка,Тинькофф,,,3685e91b-0edb-4e59-bbdb-af2806f880f2
2024-11-02,Transfer,5000.00,RUB,Накопительный тинькоф,Тинькофф,,,89bc8eb5-4bbe-437c-b7ef-01f6faee573a
2024-11-03,Income,1234.00,RUB,Тинькофф,,,,e403b339-1482-4e18-8bb1-58dfb98a7262
2024-11-03,Expense,321.00,RUB,Тинькофф,,Хозтовары,,b2245f6b-0ae0-4f7d-b3cf-c9a6e8757f8d
2024-11-04,Expense,50.00,RUB,Тинькофф,,Продукты,,f627dace-0c67-4701-8d51-7627f79b8b2e
2024-11-04,Expense,1300.00,RUB,Тинькофф,,Топливо,,e21fd839-02f3-4091-8c4d-5cc05287fe80
2024-11-04,Expense,5000.00,RUB,Накопительный сбер,,Общие расходы,,d8e9c1d5-ac73-4cae-94d4-2f6a0fe5bca1
2024-11-04,Expense,284.00,RUB,Тинькофф,,Машина,,8a6977e2-a397-47c1-8bad-353df2c90941
2024-11-05,Expense,1000.00,RUB,Тинькофф,,Игры,,aac990c9-c403-4542-910f-efc7ec0c0d8f
2024-11-05,Expense,90.00,RUB,Тинькофф,,Продукты,,26886ccf-1679-43e5-8e10-e9c323e16c6d
2024-11-06,Expense,300.00,RUB,Тинькофф,,Продукты,,eb307fb9-393e-47a7-b155-70c69c3548ce
2024-11-06,Expense,1320.00,RUB,Степа,,Дом,,1aa8f50d-9113-400f-907b-758dda3430da
2024-11-06,Transfer,1000.00,RUB,Накопительный сбер,Степа,,,6a4f8c42-50a4-4379-b995-9aae18975610
2024-11-06,Transfer,300.00,RUB,Накопительный сбер,Степа,,,be704aa8-54de-40e6-91a4-b099d801d19a
2024-11-08,Expense,60.00,RUB,Тинькофф,,Продукты,,2b1069c1-7ab3-4b21-9752-d75e285e4694
2024-11-09,Expense,500.00,RUB,Тинькофф,,Подписки,,9faf778d-6410-4ab2-ace1-ea68b4ede8ba
2024-11-10,Expense,1739.00,RUB,Тинькофф,,Комп,,64708488-443c-48c8-80d7-7336d0170034
2024-11-10,Expense,1390.00,RUB,Тинькофф,,Топливо,,283d9a1a-5736-4c1c-837c-116c3ca788fe
2024-11-10,Expense,300.00,RUB,Тинькофф,,,,ec12d2df-8e60-42c1-94f8-d9f329598ece
2024-11-11,Expense,322.00,RUB,Тинькофф,,Кафе,,839a6245-52af-4cbd-a1d7-7c8e0591d631
2024-11-11,Expense,4275.00,RUB,Тинькофф,,Комп,,8ea32827-a861-48bf-b4bf-e4660bb8861d
2024-11-11,Transfer,5000.00,RUB,Накопительный тинькоф,Тинькофф,,,aff9c864-802e-4fee-97eb-392aac7b6d2e
2024-11-12,Expense,340.00,RUB,Тинькофф,,Кафе,,cc55b710-5477-4674-aecb-eca8c38c5857
2024-11-12,Expense,2130.00,RUB,Тинькофф,,Комп,,c490523b-ec09-4b66-99fe-c72f24231780
2024-11-12,Transfer,2000.00,RUB,Накопительный тинькоф,Тинькофф,,,dcf89aff-6bec-41ad-a4d4-7ea499db3fec
2024-11-13,Expense,340.00,RUB,Тинькофф,,Кафе,,98e696ca-fcc8-406c-9d27-501bbe8fad93
2024-11-14,Expense,440.00,RUB,Тинькофф,,Кафе,,e765f036-d3c5-41f7-8b46-617f3fb4bc8d
2024-11-15,Expense,490.00,RUB,Тинькофф,,Кафе,,780062e4-c969-4ec6-9fb8-4b8e16a26237
2024-11-15,Income,1447.00,RUB,Степа,,Зарплата,,d9e0324e-118d-4aa5-89b5-0dcc2caff892
2024-11-15,Expense,420.00,RUB,Тинькофф,,Подписки,,597cf995-67ef-4a0b-a42e-4e05c9198426
2024-11-15,Transfer,1500.00,RUB,Степа,Тинькофф,,,56d4b162-894a-4238-b55b-0440e705cc16
2024-11-16,Expense,170.00,RUB,Степа,,Продукты,,1dd805a9-61e1-4306-b415-3677a341b5c9
2024-11-16,Income,400.00,RUB,Тинькофф,,Подвёз,,2d63a93b-5174-4d27-a05f-b0c5c0a4764d
2024-11-16,Expense,3800.00,RUB,Тинькофф,,Машина,,eea6dc67-c57a-4a13-9265-dd4caac50e9a
2024-11-16,Transfer,4000.00,RUB,Накопительный тинькоф,Тинькофф,,,4ecf818b-589b-4335-b981-59392b6b2d13
2024-11-18,Expense,180.00,RUB,Тинькофф,,Кафе,,438f5a37-abcc-409f-a14b-7a6b800a1d20
2024-11-18,Expense,210.00,RUB,Тинькофф,,Продукты,,2be0e465-bded-46ba-b7d7-2b34f19fd49f
2024-11-19,Expense,170.00,RUB,Тинькофф,,Кафе,,e1a6e196-35f7-435b-a4fe-694689baf28b
2024-11-19,Income,237.00,RUB,Тинькофф,,,,7cf4b07a-777d-4945-8808-80b38233b17c
2024-11-20,Expense,455.00,RUB,Тинькофф,,Кафе,,a20ccdba-e1f5-4636-91b3-0ff8e55bf99a
2024-11-20,Expense,75.00,RUB,Тинькофф,,Подписки,,017f8b5f-c20b-4a6d-9e3c-a9a1e26992fa
2024-11-21,Expense,312.00,RUB,Тинькофф,,Кафе,,89fef9fe-2293-4bab-b91c-54e1f978eefb
2024-11-21,Expense,352.00,RUB,Тинькофф,,Интернет магазин,,f71926aa-bb1e-4c53-97f5-302228c992d6
2024-11-22,Expense,160.00,RUB,Тинькофф,,Кафе,,68f5b8c2-cfd5-471b-b16a-579986578903
2024-11-23,Expense,100.00,RUB,Тинькофф,,Продукты,,aba8e740-859c-4131-985b-844f4dc2d4af
2024-11-24,Expense,515.00,RUB,Тинькофф,,Продукты,,cc7831a8-9e50-45db-9e1f-2fc4f033e3f1
2024-11-24,Expense,1445.00,RUB,Тинькофф,,Хозтовары,,956d526f-8531-4f31-8439-b0c90c933ea9
2024-11-25,Income,13797.00,RUB,Степа,,Пенсия,,e3ac0fd9-a3d3-432c-933a-9b7f0f21f544
2024-11-25,Expense,5000.00,RUB,Накопительный сбер,,Общие расходы,,0bb8f41c-a57f-44da-8545-4f4ec5ae0aa9
2024-11-25,Expense,100.00,RUB,Тинькофф,,,,8133d581-bab5-43a2-a8b1-2fb680257903
2024-11-25,Income,27.00,RUB,Степа,,,,ef8c7323-f1cc-416d-8304-29a27e717f66
2024-11-25,Expense,332.00,RUB,Тинькофф,,Связь и интернет,,5fc292be-9676-4b12-a467-ec9550fcf54e
2024-11-25,Expense,210.00,RUB,Тинькофф,,Кафе,,0e110e91-faa1-40bf-aea6-1da4f8fe8be8
2024-11-25,Expense,30.00,RUB,Тинькофф,,Продукты,,58ebc151-40df-4ded-b461-35f4f7dd6ba6
2024-11-25,Transfer,11500.00,RUB,Степа,Накопительный сбер,,,fbe32ef4-22ad-4ac2-9bde-6a3b32b0b10e
2024-11-25,Transfer,1000.00,RUB,Накопительный сбер,Тинькофф,,,86d7d59f-84ca-41bb-88dc-39fb431bc35f
2024-11-25,Transfer,2000.00,RUB,Степа,Тинькофф,,,aae7e174-3f1e-48a1-bd61-3a08b71c1b11
2024-11-26,Expense,170.00,RUB,Тинькофф,,Кафе,,9bbf0b72-8508-4e85-abd8-4192f512ae17
2024-11-27,Expense,99.00,RUB,Степа,,Банковские услуги,,2cc273ac-5f53-4ee8-914d-82c411ef5f62
2024-11-27,Expense,1660.00,RUB,Тинькофф,,Топливо,,b3de11a3-6918-4120-bfdf-4381d4f92480
2024-11-27,Expense,200.00,RUB,Тинькофф,,Подписки,,64177edb-1ade-475b-8a90-e7b3d6605527
2024-11-28,Income,6240.00,RUB,Степа,,Стипендия,,ae09411b-3abb-4764-9df2-a136946e9b3b
2024-11-28,Expense,382.00,RUB,Тинькофф,,Кафе,,19b33050-35c5-4a06-a95e-6c689fa661c0
2024-11-28,Transfer,6500.00,RUB,Степа,Тинькофф,,,ffba964b-76ec-4b49-8bae-e5206323a910
2024-11-29,Expense,510.00,RUB,Тинькофф,,Кафе,,08e8627a-aafb-4860-8efd-a46249f838aa
2024-11-29,Income,1500.00,RUB,Тинькофф,,Подвёз,,5233af24-578f-4a06-bd3a-6b7d145ed28a
2024-11-30,Expense,10000.00,RUB,Подушка,,Комп,,77b5c4cc-b427-49ba-8e4b-b3c1dbb9322c
2024-12-01,Expense,1520.00,RUB,Тинькофф,,Топливо,,6437229d-87be-4ed3-abe4-a47fc63d2259
2024-12-02,Income,53165.00,RUB,Степа,,Зарплата,,28d97185-22b3-4219-955c-482f81461c50
2024-12-02,Expense,579.00,RUB,Тинькофф,,Связь и интернет,,b6b31ae4-0499-4629-95d6-71dd5a098dc5
2024-12-02,Expense,467.00,RUB,Тинькофф,,,,d27b7b8b-881f-4fe1-a371-4be583083276
2024-12-02,Expense,555.00,RUB,Тинькофф,,Кафе,,a7daa892-1b4e-455e-9b53-4673e8ff023b
2024-12-02,Expense,469.00,RUB,Тинькофф,,Машина,,7d9f70ef-7eea-41c7-b46f-1bcc305690a0
2024-12-02,Transfer,53000.00,RUB,Степа,Тинькофф,,,190b3654-75c7-4a9b-b1c8-1c07e80891b1
2024-12-02,Transfer,50000.00,RUB,Тинькофф,Подушка,,,6d54b5de-e726-4aca-9437-69a294274e3f
2024-12-03,Expense,113500.00,RUB,Подушка,,Комп,,ba3db4bc-1cdd-43ad-baf2-1ef3703d56c9
2024-12-03,Expense,1850.00,RUB,Тинькофф,,Комп,,b9da8207-0f91-46ad-b15d-2e7d507bb346
2024-12-03,Expense,150.00,RUB,Тинькофф,,Кафе,,4e2ca46c-da7c-4519-9ab8-8cd9e69caabd
2024-12-03,Transfer,1500.00,RUB,Подушка,Тинькофф,,,c80e6656-c9c2-43a2-b25f-968e073fb5ee
2024-12-04,Expense,170.00,RUB,Тинькофф,,Кафе,,0c41b8d8-a839-42ae-b59e-1ae1f701d962
2024-12-05,Expense,1250.00,RUB,Накопительный сбер,,Дом,,46886aa2-5c31-447b-bdf4-6126c9106c1b
2024-12-06,Expense,282.00,RUB,Тинькофф,,Кафе,,55c6bb43-164d-4cbf-bdee-47c321754226
2024-12-06,Expense,1480.00,RUB,Тинькофф,,Топливо,,28db9417-7db8-47c3-bf8e-28bb9fe97698
2024-12-06,Expense,947.00,RUB,Тинькофф,,,,2ee78258-9375-4932-8443-6ef051aeb31e
2024-12-07,Expense,439.00,RUB,Тинькофф,,Комп,,83aeabe9-30ba-4a00-8bc9-30ae2c4695cf
2024-12-07,Expense,500.00,RUB,Тинькофф,,Продукты,,eab1eaac-6d1d-42cd-8ece-7ee0942de1ba
2024-12-08,Expense,500.00,RUB,Тинькофф,,Здоровье,,7ad7114d-85a9-4f9c-bc56-9940674cdb04
2024-12-09,Expense,3000.00,RUB,Накопительный сбер,,Общие расходы,,debae68d-01db-4361-9ff2-29612e4e6d6f
2024-12-09,Income,28000.00,RUB,Тинькофф,,Продал,,9d354af7-ac90-451f-869c-c9f614a58bec
2024-12-09,Expense,150.00,RUB,Тинькофф,,Кафе,,21a60400-1bfc-4238-af31-f4b5b41cf212
2024-12-09,Transfer,16000.00,RUB,Тинькофф,Накопительный тинькоф,,,0b663a09-477a-414a-a488-f96b918ecc65
2024-12-09,Transfer,10000.00,RUB,Тинькофф,Подушка,,,c7e08de6-e417-4bba-987e-7a27339eb6dd
2024-12-10,Expense,150.00,RUB,Тинькофф,,Кафе,,5297bc4e-b910-41d6-9b49-8f51e3e007d5
2024-12-10,Expense,1740.00,RUB,Тинькофф,,Комп,,6725598b-3cb3-4537-bcca-0c5cd37f6ff3
2024-12-10,Expense,500.00,RUB,Тинькофф,,Подписки,,3a084b45-c610-4b16-86f3-d0c4dbeebe78
2024-12-10,Expense,70.00,RUB,Тинькофф,,Продукты,,d024732b-c3e0-4037-8eb4-5fd27cbfdc09
2024-12-11,Expense,130.00,RUB,Тинькофф,,Кафе,,0758a0eb-5afe-48ed-a20f-76ecefa9c7a6
2024-12-12,Expense,382.00,RUB,Тинькофф,,Кафе,,ab2c4a54-2d4b-4fa8-a974-c15eaad1a61e
2024-12-13,Expense,600.00,RUB,Тинькофф,,Кафе,,631f3f71-19ff-4b24-b7a9-71c2e1a00ae8
2024-12-13,Expense,7000.00,RUB,Накопительный тинькоф,,Машина,,ec62dcde-d3f9-495d-847d-4b9d488c5007
2024-12-14,Expense,250.00,RUB,Тинькофф,,Продукты,,b369a5e8-f286-41b4-9e5a-ecf637394999
2024-12-16,Expense,130.00,RUB,Тинькофф,,Кафе,,28e01ad9-072e-43bb-b895-08ed11c060e8
2024-12-17,Expense,150.00,RUB,Тинькофф,,Кафе,,5ff4d2e6-5e6a-4129-8f8e-ed5cd1861b69
2024-12-18,Expense,440.00,RUB,Тинькофф,,Кафе,,f37bad44-555d-4e9f-9626-7c88e34332b9
2024-12-18,Expense,130.00,RUB,Тинькофф,,Продукты,,b4c15c96-a8b2-4c82-940b-b9ae2326b383
2024-12-18,Income,1207.00,RUB,Тинькофф,,Зарплата,,78eaa327-d79e-4d1a-9e2f-2db964d7f749
2024-12-18,Expense,55.00,RUB,Тинькофф,,,,67a6f54b-e22e-43bb-aa3c-0250d82b8981
2024-12-19,Expense,380.00,RUB,Тинькофф,,Кафе,,425fad0e-8f25-4646-b557-3950e45106b5
2024-12-19,Income,706.00,RUB,Тинькофф,,,,a62b4e55-f2dd-4129-a601-28362de57c5c
2024-12-19,Expense,4783.00,RUB,Накопительный тинькоф,,,,826fa75a-d421-48fc-8779-d08bffb2e0cd
2024-12-20,Expense,610.00,RUB,Тинькофф,,Кафе,,b8517434-d312-4c44-9465-762991d6b861
2024-12-20,Expense,100.00,RUB,Тинькофф,,Подписки,,d7d98cd0-6a7c-4fa1-a914-4601f868c4ec
2024-12-20,Expense,1630.00,RUB,Тинькофф,,Топливо,,a6ab81b8-088d-4a94-b780-790e40cfecb7
2024-12-20,Income,2217.00,RUB,Тинькофф,,Кэшбэк,,b803b448-2807-4a12-ae50-395349ae7bf4
2024-12-20,Expense,560.00,RUB,Тинькофф,,Продукты,,658b3645-58a0-4442-8e31-6440f3f0b567
2024-12-20,Expense,30.00,RUB,Тинькофф,,,,055d4289-e84f-4ebd-8c97-0cdd53dfe394
2024-12-21,Expense,480.00,RUB,Тинькофф,,Подарки,,4f90217f-6d3c-4c5e-95ba-04d07907ceaa
2024-12-21,Expense,22.00,RUB,Степа,,,,5d9b13bb-a733-405c-bea5-949120cdf7ec
2024-12-21,Expense,217.00,RUB,Накопительный тинькоф,,,,02cff1dd-77ec-4734-b8bd-e0a8cae9630b
2024-12-21,Transfer,200.00,RUB,Степа,Тинькофф,,,d0cb4216-ea4c-44cd-a68e-e72a01f0ab90
2024-12-22,Expense,818.00,RUB,Тинькофф,,Стрижка и тп,,70261211-7a63-4d77-8849-550ab5a79082
2024-12-22,Expense,2.00,RUB,Тинькофф,,,,8961f094-73fa-4439-97e4-5c324a0563d1
2024-12-22,Income,1000.00,RUB,Тинькофф,,Подвёз,,e20340e5-cf29-49aa-9325-fd791a56a5e2
2024-12-22,Income,1000.00,RUB,Тинькофф,,На расходы,,194588df-9697-47d1-9c2b-6f2ddbacb2dd
2024-12-22,Transfer,3000.00,RUB,Накопительный тинькоф,Тинькофф,,,e4ede77f-3ae2-4757-ab4e-85b1184599d0
2024-12-23,Expense,170.00,RUB,Тинькофф,,Кафе,,87efc6c0-bd0b-46e9-8e7c-05193166aed8
2024-12-23,Expense,268.00,RUB,Тинькофф,,Хозтовары,,523677b3-8457-4363-b04f-c7d88bed59e4
2024-12-24,Income,15015.00,RUB,Степа,,Стипендия,,a0b402ae-d1ab-4e03-8070-d78cf836f4d5
2024-12-24,Income,13797.00,RUB,Степа,,Пенсия,,2e3cc723-e114-4a87-83d1-c8190f7c2591
2024-12-24,Expense,320.00,RUB,Тинькофф,,Кафе,,71535420-95be-4537-8c94-03e70f46cb82
2024-12-24,Transfer,15000.00,RUB,Степа,Тинькофф,,,f3dfefdf-8a4e-4360-b73f-743d214eae67
2024-12-24,Transfer,5000.00,RUB,Степа,Накопительный сбер,,,7ff8932d-8388-4248-8dcf-28f37d3e025f
2024-12-24,Transfer,8500.00,RUB,Степа,Тинькофф,,,4f91ef15-969d-4c1f-8200-764ea71e007d
2024-12-25,Income,53406.00,RUB,Степа,,Зарплата,,44e5440f-b585-4bc3-962a-fad18b477b72
2024-12-25,Expense,28651.00,RUB,Тинькофф,,Комп,,ab611cc3-5888-46f0-83f6-5e397db85e1c
2024-12-25,Expense,469.00,RUB,Тинькофф,,,,9b2e1fbf-19d7-4873-899f-35f6ee3a07c3
2024-12-25,Expense,45.00,RUB,Тинькофф,,Продукты,,788a46e5-bc8b-48e2-bf36-8efce7f7ad3a
2024-12-25,Transfer,53500.00,RUB,Степа,Тинькофф,,,8dcf9eae-c6f2-4bf1-bfe7-562af0ad4a5c
2024-12-25,Transfer,30000.00,RUB,Тинькофф,Подушка,,,893e9b4d-f941-4b62-b96b-a8cfa55a46e1
2024-12-26,Income,3000.00,RUB,Степа,,Подарок,,2ac06de8-c99c-4b95-aa1f-a2c21ee06d63
2024-12-26,Income,5000.00,RUB,Налик,,Подарок,,d3ab2cf6-c56c-4184-9e6a-4922170bec82
2024-12-26,Income,3000.00,RUB,Степа,,Подарок,,96f3e1c6-52a1-4a10-9b9f-a526d06e2008
2024-12-26,Expense,1640.00,RUB,Тинькофф,,Продукты,,32d1d043-3115-4fab-8e8a-d416593b8d3b
2024-12-26,Income,5000.00,RUB,Степа,,Подарок,,d61d1db1-8282-45e0-938e-b8e71b6db82b
2024-12-26,Expense,30.00,RUB,Тинькофф,,Другое,,d5efac5b-cdc8-4bca-9eee-336b7ab73eb2
2024-12-26,Income,3000.00,RUB,Степа,,Подарок,,2f3c363b-be40-4e1c-88f2-09b5d919732b
2024-12-26,Expense,1240.00,RUB,Тинькофф,,Кафе,,a2b67295-2d4b-4dc9-a6fd-cb51a60e95d5
2024-12-26,Expense,700.00,RUB,Тинькофф,,Продукты,,d775836a-5663-48fe-a2d1-d5d5a3a8cc4e
2024-12-26,Income,3000.00,RUB,Тинькофф,,Подарок,,6c0ec729-35f1-45e1-884d-4d4f7c0c7cd4
2024-12-26,Income,2288.00,RUB,Тинькофф,,Подарок,,9bea03f5-0654-4d38-abff-e670e1d4fb08
2024-12-26,Expense,260.00,RUB,Тинькофф,,Подарки,,a4b23d16-eb14-4772-a565-409f2c5cfe5c
2024-12-26,Expense,10200.00,RUB,Тинькофф,,Досуг,,ad313757-6e38-4b80-9ff1-d90b7230922b
2024-12-26,Income,500.00,RUB,Тинькофф,,На расходы,,969863b6-8e1a-4db7-8401-660ad9ec9008
2024-12-27,Expense,99.00,RUB,Степа,,Банковские услуги,,fd62e3b1-494f-4c29-95e8-685ae398cd20
2024-12-27,Expense,165.00,RUB,Тинькофф,,,,20a79f25-0691-4f9d-b1ce-ec81a146ae4c
2024-12-27,Income,3000.00,RUB,Налик,,Подарок,,0ea2123d-bc26-4553-be1f-379fc03cde53
2024-12-27,Expense,790.00,RUB,Тинькофф,,Топливо,,933a95d0-ec66-4bfb-bc6c-b20afacd7fb4
2024-12-27,Expense,200.00,RUB,Тинькофф,,Подписки,,4db81361-1689-45b4-a673-a33570049a9f
2024-12-27,Expense,300.00,RUB,Тинькофф,,Подарки,,2ae1f79a-6f72-42cc-a5c5-81ff670cad9f
2024-12-27,Transfer,14000.00,RUB,Степа,Тинькофф,,,46b9213c-f083-4bb3-a587-27f10779f67a
2024-12-27,Transfer,15000.00,RUB,Тинькофф,Накопительный тинькоф,,,751b920c-3482-4661-ba6b-cfee8ed0ad93
2024-12-28,Income,350.00,RUB,Тинькофф,,Подвёз,,ac16b601-229e-4ccd-a373-1877e4880e01
2024-12-28,Income,320.00,RUB,Тинькофф,,Подвёз,,64c939d9-875b-4440-808a-024e52909b01
